,Station,Year,Month,Day,Rainfall,Sunshine,Humidity,Temperature
82544,Chittagong,1961,1,1,0.0,0.7,76.0,22.2
82545,Chittagong,1961,1,2,0.0,4.9,72.0,23.7
82546,Chittagong,1961,1,3,0.0,0.5,85.0,22.3
82547,Chittagong,1961,1,4,0.0,8.3,81.0,23.1
82548,Chittagong,1961,1,5,0.0,9.5,53.0,20.9
82549,Chittagong,1961,1,6,0.0,10.6,67.0,19.4
82550,Chittagong,1961,1,7,0.0,10.5,71.0,19.7
82551,Chittagong,1961,1,8,0.0,10.5,68.0,19.0
82552,Chittagong,1961,1,9,0.0,9.7,70.0,19.0
82553,Chittagong,1961,1,10,0.0,9.0,67.0,19.2
82554,Chittagong,1961,1,11,0.0,10.0,70.0,18.9
82555,Chittagong,1961,1,12,0.0,10.4,69.0,20.3
82556,Chittagong,1961,1,13,0.0,10.3,63.0,21.3
82557,Chittagong,1961,1,14,0.0,6.3,65.0,18.7
82558,Chittagong,1961,1,15,0.0,9.9,66.0,17.8
82559,Chittagong,1961,1,16,0.0,10.0,72.0,18.2
82560,Chittagong,1961,1,17,0.0,9.8,77.0,19.2
82561,Chittagong,1961,1,18,0.0,9.0,77.0,20.5
82562,Chittagong,1961,1,19,0.0,0.7,84.0,19.4
82563,Chittagong,1961,1,20,0.0,10.0,79.0,19.9
82564,Chittagong,1961,1,21,0.0,9.9,68.0,20.5
82565,Chittagong,1961,1,22,0.0,2.7,85.0,17.7
82566,Chittagong,1961,1,23,0.0,10.3,78.0,19.2
82567,Chittagong,1961,1,24,0.0,10.1,72.0,20.0
82568,Chittagong,1961,1,25,0.0,10.4,79.0,19.9
82569,Chittagong,1961,1,26,0.0,9.8,78.0,20.3
82570,Chittagong,1961,1,27,0.0,10.6,72.0,21.3
82571,Chittagong,1961,1,28,0.0,10.5,75.0,21.7
82572,Chittagong,1961,1,29,0.0,10.5,78.0,21.8
82573,Chittagong,1961,1,30,0.0,10.3,78.0,21.8
82574,Chittagong,1961,1,31,0.0,10.2,76.0,21.6
82575,Chittagong,1961,2,1,0.0,2.3,79.0,21.6
82576,Chittagong,1961,2,2,0.0,10.3,79.0,23.2
82577,Chittagong,1961,2,3,3.0,2.4,92.0,21.3
82578,Chittagong,1961,2,4,1.0,10.0,79.0,22.2
82579,Chittagong,1961,2,5,0.0,10.6,78.0,22.1
82580,Chittagong,1961,2,6,0.0,1.7,80.0,20.3
82581,Chittagong,1961,2,7,1.0,5.4,78.0,20.8
82582,Chittagong,1961,2,8,0.0,3.6,71.0,21.2
82583,Chittagong,1961,2,9,0.0,10.9,69.0,19.7
82584,Chittagong,1961,2,10,0.0,11.0,56.0,16.6
82585,Chittagong,1961,2,11,0.0,11.1,66.0,18.1
82586,Chittagong,1961,2,12,0.0,6.5,63.0,20.1
82587,Chittagong,1961,2,13,0.0,7.1,67.0,19.9
82588,Chittagong,1961,2,14,0.0,7.3,70.0,19.5
82589,Chittagong,1961,2,15,0.0,11.0,55.0,18.7
82590,Chittagong,1961,2,16,0.0,10.4,52.0,18.0
82591,Chittagong,1961,2,17,0.0,11.0,64.0,18.5
82592,Chittagong,1961,2,18,0.0,10.8,68.0,19.4
82593,Chittagong,1961,2,19,0.0,10.8,71.0,19.8
82594,Chittagong,1961,2,20,0.0,10.4,70.0,21.7
82595,Chittagong,1961,2,21,0.0,10.3,81.0,22.1
82596,Chittagong,1961,2,22,0.0,9.1,72.0,21.2
82597,Chittagong,1961,2,23,0.0,10.8,62.0,21.2
82598,Chittagong,1961,2,24,0.0,10.8,66.0,21.2
82599,Chittagong,1961,2,25,0.0,10.6,72.0,23.0
82600,Chittagong,1961,2,26,0.0,10.9,60.0,22.1
82601,Chittagong,1961,2,27,0.0,10.8,68.0,22.1
82602,Chittagong,1961,2,28,0.0,10.3,79.0,24.2
82603,Chittagong,1961,3,1,0.0,10.4,83.0,24.5
82604,Chittagong,1961,3,2,0.0,8.4,77.0,24.2
82605,Chittagong,1961,3,3,0.0,9.0,82.0,24.6
82606,Chittagong,1961,3,4,1.0,9.8,90.0,24.9
82607,Chittagong,1961,3,5,0.0,9.9,88.0,24.7
82608,Chittagong,1961,3,6,0.0,8.8,90.0,25.0
82609,Chittagong,1961,3,7,0.0,8.4,91.0,25.0
82610,Chittagong,1961,3,8,0.0,9.9,86.0,25.7
82611,Chittagong,1961,3,9,0.0,9.8,88.0,24.8
82612,Chittagong,1961,3,10,0.0,9.9,76.0,25.0
82613,Chittagong,1961,3,11,0.0,10.0,85.0,24.6
82614,Chittagong,1961,3,12,0.0,9.4,82.0,25.3
82615,Chittagong,1961,3,13,0.0,8.4,80.0,25.7
82616,Chittagong,1961,3,14,0.0,9.9,84.0,25.7
82617,Chittagong,1961,3,15,0.0,8.3,86.0,26.1
82618,Chittagong,1961,3,16,0.0,8.3,86.0,25.7
82619,Chittagong,1961,3,17,0.0,9.4,77.0,26.2
82620,Chittagong,1961,3,18,0.0,5.6,83.0,26.4
82621,Chittagong,1961,3,19,0.0,8.5,85.0,26.5
82622,Chittagong,1961,3,20,0.0,7.0,85.0,26.9
82623,Chittagong,1961,3,21,0.0,6.2,86.0,26.8
82624,Chittagong,1961,3,22,4.0,7.5,85.0,27.0
82625,Chittagong,1961,3,23,0.0,9.3,79.0,27.2
82626,Chittagong,1961,3,24,0.0,9.7,81.0,27.2
82627,Chittagong,1961,3,25,0.0,6.3,80.0,27.6
82628,Chittagong,1961,3,26,8.0,6.1,88.0,26.9
82629,Chittagong,1961,3,27,2.0,9.5,82.0,27.3
82630,Chittagong,1961,3,28,0.0,9.1,87.0,27.4
82631,Chittagong,1961,3,29,0.0,9.5,87.0,27.7
82632,Chittagong,1961,3,30,0.0,9.1,90.0,27.0
82633,Chittagong,1961,3,31,0.0,10.7,90.0,27.4
82634,Chittagong,1961,4,1,0.0,6.9,80.0,28.0
82635,Chittagong,1961,4,2,0.0,7.7,76.0,26.9
82636,Chittagong,1961,4,3,0.0,10.1,82.0,27.0
82637,Chittagong,1961,4,4,0.0,10.7,84.0,26.7
82638,Chittagong,1961,4,5,0.0,11.0,77.0,28.0
82639,Chittagong,1961,4,6,0.0,9.0,80.0,28.2
82640,Chittagong,1961,4,7,0.0,10.2,78.0,28.4
82641,Chittagong,1961,4,8,0.0,10.5,81.0,28.5
82642,Chittagong,1961,4,9,0.0,9.3,77.0,29.3
82643,Chittagong,1961,4,10,0.0,10.2,70.0,29.2
82644,Chittagong,1961,4,11,0.0,8.2,82.0,28.8
82645,Chittagong,1961,4,12,0.0,10.6,83.0,29.3
82646,Chittagong,1961,4,13,0.0,10.7,85.0,29.1
82647,Chittagong,1961,4,14,0.0,10.9,79.0,29.4
82648,Chittagong,1961,4,15,0.0,8.5,81.0,29.7
82649,Chittagong,1961,4,16,0.0,8.6,78.0,30.1
82650,Chittagong,1961,4,17,0.0,11.2,80.0,29.9
82651,Chittagong,1961,4,18,0.0,7.3,82.0,27.0
82652,Chittagong,1961,4,19,25.0,7.1,83.0,24.8
82653,Chittagong,1961,4,20,10.0,10.4,82.0,28.2
82654,Chittagong,1961,4,21,0.0,10.5,85.0,29.3
82655,Chittagong,1961,4,22,0.0,10.6,85.0,29.6
82656,Chittagong,1961,4,23,0.0,10.9,82.0,29.1
82657,Chittagong,1961,4,24,0.0,10.3,83.0,29.6
82658,Chittagong,1961,4,25,0.0,10.1,84.0,29.8
82659,Chittagong,1961,4,26,0.0,11.2,84.0,30.0
82660,Chittagong,1961,4,27,0.0,11.2,83.0,29.2
82661,Chittagong,1961,4,28,0.0,11.4,82.0,29.3
82662,Chittagong,1961,4,29,0.0,11.6,80.0,28.9
82663,Chittagong,1961,4,30,0.0,11.3,82.0,28.6
82664,Chittagong,1961,5,1,5.0,11.8,83.0,27.6
82665,Chittagong,1961,5,2,2.0,11.7,75.0,28.8
82666,Chittagong,1961,5,3,0.0,10.9,75.0,29.9
82667,Chittagong,1961,5,4,0.0,11.4,78.0,29.7
82668,Chittagong,1961,5,5,0.0,10.9,75.0,29.5
82669,Chittagong,1961,5,6,0.0,6.5,77.0,29.6
82670,Chittagong,1961,5,7,0.0,10.2,74.0,29.8
82671,Chittagong,1961,5,8,0.0,1.5,67.0,31.2
82672,Chittagong,1961,5,9,6.0,1.6,83.0,27.8
82673,Chittagong,1961,5,10,5.0,9.5,84.0,29.3
82674,Chittagong,1961,5,11,0.0,11.9,81.0,29.9
82675,Chittagong,1961,5,12,0.0,11.7,80.0,30.2
82676,Chittagong,1961,5,13,0.0,11.4,79.0,30.5
82677,Chittagong,1961,5,14,0.0,11.3,80.0,30.2
82678,Chittagong,1961,5,15,1.0,11.6,82.0,30.1
82679,Chittagong,1961,5,16,0.0,12.0,78.0,30.3
82680,Chittagong,1961,5,17,0.0,11.3,82.0,30.3
82681,Chittagong,1961,5,18,0.0,11.9,82.0,30.4
82682,Chittagong,1961,5,19,0.0,10.8,79.0,30.6
82683,Chittagong,1961,5,20,0.0,8.7,80.0,31.0
82684,Chittagong,1961,5,21,14.0,6.0,86.0,28.3
82685,Chittagong,1961,5,22,3.0,4.7,82.0,28.8
82686,Chittagong,1961,5,23,8.0,2.2,92.0,26.9
82687,Chittagong,1961,5,24,8.0,5.3,92.0,28.1
82688,Chittagong,1961,5,25,0.0,11.9,85.0,30.3
82689,Chittagong,1961,5,26,0.0,11.1,88.0,30.9
82690,Chittagong,1961,5,27,0.0,11.1,89.0,29.5
82691,Chittagong,1961,5,28,4.0,5.0,84.0,29.5
82692,Chittagong,1961,5,29,12.0,2.2,95.0,27.1
82693,Chittagong,1961,5,30,22.0,0.0,95.0,26.3
82694,Chittagong,1961,5,31,44.0,0.3,93.0,28.1
82695,Chittagong,1961,6,1,3.0,5.3,93.0,29.1
82696,Chittagong,1961,6,2,2.0,3.4,93.0,28.5
82697,Chittagong,1961,6,3,1.0,0.2,95.0,26.2
82698,Chittagong,1961,6,4,92.0,8.2,88.0,28.1
82699,Chittagong,1961,6,5,0.0,9.9,86.0,28.5
82700,Chittagong,1961,6,6,1.0,3.7,90.0,27.4
82701,Chittagong,1961,6,7,60.0,3.9,94.0,26.5
82702,Chittagong,1961,6,8,32.0,1.8,93.0,26.9
82703,Chittagong,1961,6,9,8.0,0.1,96.0,26.5
82704,Chittagong,1961,6,10,5.0,0.0,96.0,26.5
82705,Chittagong,1961,6,11,195.0,2.4,93.0,27.6
82706,Chittagong,1961,6,12,28.0,0.9,92.0,27.7
82707,Chittagong,1961,6,13,100.0,0.0,99.0,25.7
82708,Chittagong,1961,6,14,114.0,0.0,97.0,24.6
82709,Chittagong,1961,6,15,82.0,0.0,98.0,24.3
82710,Chittagong,1961,6,16,71.0,0.0,86.0,24.1
82711,Chittagong,1961,6,17,37.0,2.5,77.0,26.7
82712,Chittagong,1961,6,18,0.0,8.9,80.0,28.3
82713,Chittagong,1961,6,19,4.0,3.0,85.0,28.2
82714,Chittagong,1961,6,20,4.0,8.9,80.0,28.7
82715,Chittagong,1961,6,21,0.0,8.9,77.0,30.0
82716,Chittagong,1961,6,22,0.0,9.7,85.0,28.9
82717,Chittagong,1961,6,23,4.0,9.2,83.0,29.2
82718,Chittagong,1961,6,24,0.0,9.0,77.0,30.6
82719,Chittagong,1961,6,25,3.0,8.3,87.0,30.1
82720,Chittagong,1961,6,26,82.0,8.5,87.0,29.2
82721,Chittagong,1961,6,27,0.0,6.5,87.0,28.6
82722,Chittagong,1961,6,28,10.0,8.3,83.0,28.5
82723,Chittagong,1961,6,29,6.0,3.2,90.0,27.5
82724,Chittagong,1961,6,30,4.0,10.0,81.0,28.8
82725,Chittagong,1961,7,1,0.0,10.0,77.0,29.1
82726,Chittagong,1961,7,2,0.0,9.2,84.0,28.4
82727,Chittagong,1961,7,3,9.0,1.5,93.0,26.5
82728,Chittagong,1961,7,4,10.0,6.8,91.0,27.2
82729,Chittagong,1961,7,5,50.0,0.0,98.0,25.4
82730,Chittagong,1961,7,6,36.0,1.1,97.0,26.0
82731,Chittagong,1961,7,7,66.0,0.0,96.0,26.2
82732,Chittagong,1961,7,8,65.0,0.6,98.0,25.7
82733,Chittagong,1961,7,9,70.0,0.0,97.0,25.7
82734,Chittagong,1961,7,10,64.0,5.8,92.0,26.7
82735,Chittagong,1961,7,11,22.0,7.3,94.0,26.7
82736,Chittagong,1961,7,12,34.0,2.8,94.0,26.7
82737,Chittagong,1961,7,13,102.0,0.0,99.0,25.3
82738,Chittagong,1961,7,14,180.0,0.0,97.0,25.7
82739,Chittagong,1961,7,15,100.0,1.7,96.0,25.6
82740,Chittagong,1961,7,16,65.0,0.6,93.0,25.3
82741,Chittagong,1961,7,17,0.0,0.0,95.0,23.1
82742,Chittagong,1961,7,18,7.0,10.9,90.0,26.8
82743,Chittagong,1961,7,19,5.0,0.5,92.0,26.7
82744,Chittagong,1961,7,20,9.0,10.1,86.0,29.0
82745,Chittagong,1961,7,21,0.0,10.3,86.0,28.1
82746,Chittagong,1961,7,22,0.0,7.7,85.0,27.6
82747,Chittagong,1961,7,23,1.0,11.7,81.0,29.1
82748,Chittagong,1961,7,24,34.0,3.4,87.0,28.1
82749,Chittagong,1961,7,25,39.0,9.3,86.0,28.2
82750,Chittagong,1961,7,26,182.0,9.0,85.0,28.1
82751,Chittagong,1961,7,27,1.0,4.0,86.0,28.3
82752,Chittagong,1961,7,28,4.0,7.7,88.0,27.7
82753,Chittagong,1961,7,29,0.0,7.4,85.0,27.9
82754,Chittagong,1961,7,30,5.0,1.3,90.0,27.0
82755,Chittagong,1961,7,31,11.0,5.3,88.0,27.4
82756,Chittagong,1961,8,1,7.0,0.8,95.0,26.5
82757,Chittagong,1961,8,2,111.0,6.8,95.0,26.4
82758,Chittagong,1961,8,3,198.0,10.3,97.0,25.8
82759,Chittagong,1961,8,4,169.0,0.0,94.0,27.6
82760,Chittagong,1961,8,5,84.0,0.3,96.0,26.1
82761,Chittagong,1961,8,6,65.0,0.5,96.0,26.5
82762,Chittagong,1961,8,7,42.0,0.0,96.0,26.0
82763,Chittagong,1961,8,8,30.0,10.5,94.0,26.5
82764,Chittagong,1961,8,9,7.0,10.7,91.0,27.4
82765,Chittagong,1961,8,10,2.0,10.2,83.0,28.3
82766,Chittagong,1961,8,11,0.0,11.1,85.0,28.4
82767,Chittagong,1961,8,12,0.0,10.3,83.0,28.8
82768,Chittagong,1961,8,13,0.0,9.6,82.0,28.8
82769,Chittagong,1961,8,14,0.0,4.0,87.0,27.7
82770,Chittagong,1961,8,15,2.0,10.8,92.0,26.7
82771,Chittagong,1961,8,16,6.0,11.5,86.0,28.2
82772,Chittagong,1961,8,17,1.0,11.0,84.0,28.5
82773,Chittagong,1961,8,18,0.0,7.9,84.0,28.2
82774,Chittagong,1961,8,19,0.0,8.4,85.0,28.0
82775,Chittagong,1961,8,20,0.0,5.9,86.0,28.0
82776,Chittagong,1961,8,21,0.0,8.2,82.0,29.0
82777,Chittagong,1961,8,22,3.0,9.4,85.0,28.6
82778,Chittagong,1961,8,23,15.0,5.0,89.0,27.0
82779,Chittagong,1961,8,24,34.0,5.1,91.0,26.3
82780,Chittagong,1961,8,25,22.0,0.1,86.0,26.7
82781,Chittagong,1961,8,26,18.0,9.1,85.0,28.4
82782,Chittagong,1961,8,27,39.0,6.2,88.0,28.1
82783,Chittagong,1961,8,28,11.0,9.7,85.0,28.4
82784,Chittagong,1961,8,29,8.0,10.4,85.0,27.9
82785,Chittagong,1961,8,30,8.0,3.9,93.0,26.6
82786,Chittagong,1961,8,31,18.0,2.6,91.0,26.4
82787,Chittagong,1961,9,1,7.0,1.0,95.0,26.2
82788,Chittagong,1961,9,2,16.0,3.1,92.0,26.7
82789,Chittagong,1961,9,3,27.0,6.5,93.0,26.0
82790,Chittagong,1961,9,4,1.0,0.1,82.0,26.4
82791,Chittagong,1961,9,5,9.0,9.7,84.0,27.4
82792,Chittagong,1961,9,6,1.0,0.7,89.0,26.4
82793,Chittagong,1961,9,7,2.0,7.3,85.0,27.6
82794,Chittagong,1961,9,8,0.0,9.0,85.0,27.8
82795,Chittagong,1961,9,9,1.0,9.4,87.0,28.0
82796,Chittagong,1961,9,10,0.0,7.2,89.0,27.7
82797,Chittagong,1961,9,11,0.0,10.6,86.0,28.0
82798,Chittagong,1961,9,12,30.0,2.5,83.0,27.3
82799,Chittagong,1961,9,13,0.0,8.3,81.0,28.5
82800,Chittagong,1961,9,14,0.0,9.9,84.0,28.4
82801,Chittagong,1961,9,15,0.0,9.1,84.0,28.2
82802,Chittagong,1961,9,16,2.0,4.6,84.0,28.1
82803,Chittagong,1961,9,17,0.0,9.3,80.0,28.7
82804,Chittagong,1961,9,18,6.0,2.0,90.0,26.2
82805,Chittagong,1961,9,19,12.0,1.3,92.0,26.6
82806,Chittagong,1961,9,20,2.0,7.7,85.0,27.5
82807,Chittagong,1961,9,21,0.0,4.0,86.0,26.7
82808,Chittagong,1961,9,22,11.0,0.6,89.0,25.9
82809,Chittagong,1961,9,23,5.0,5.0,82.0,27.5
82810,Chittagong,1961,9,24,0.0,9.0,84.0,27.8
82811,Chittagong,1961,9,25,1.0,6.3,83.0,28.2
82812,Chittagong,1961,9,26,26.0,9.1,82.0,27.7
82813,Chittagong,1961,9,27,1.0,6.0,79.0,27.2
82814,Chittagong,1961,9,28,0.0,2.2,86.0,26.5
82815,Chittagong,1961,9,29,0.0,7.1,83.0,27.2
82816,Chittagong,1961,9,30,0.0,9.3,85.0,27.4
82817,Chittagong,1961,10,1,0.0,10.2,84.0,27.6
82818,Chittagong,1961,10,2,0.0,10.5,82.0,28.0
82819,Chittagong,1961,10,3,0.0,10.6,82.0,28.5
82820,Chittagong,1961,10,4,1.0,7.0,84.0,28.2
82821,Chittagong,1961,10,5,1.0,9.9,81.0,28.9
82822,Chittagong,1961,10,6,0.0,6.2,81.0,28.4
82823,Chittagong,1961,10,7,1.0,8.2,81.0,28.0
82824,Chittagong,1961,10,8,13.0,9.2,80.0,28.2
82825,Chittagong,1961,10,9,5.0,10.0,82.0,27.5
82826,Chittagong,1961,10,10,1.0,9.9,81.0,28.0
82827,Chittagong,1961,10,11,0.0,8.4,80.0,28.6
82828,Chittagong,1961,10,12,0.0,8.0,83.0,27.5
82829,Chittagong,1961,10,13,25.0,10.4,82.0,27.5
82830,Chittagong,1961,10,14,0.0,9.7,83.0,28.6
82831,Chittagong,1961,10,15,4.0,2.0,94.0,25.3
82832,Chittagong,1961,10,16,63.0,3.7,89.0,25.7
82833,Chittagong,1961,10,17,1.0,7.6,83.0,27.5
82834,Chittagong,1961,10,18,0.0,1.7,81.0,27.9
82835,Chittagong,1961,10,19,0.0,11.1,84.0,27.6
82836,Chittagong,1961,10,20,0.0,9.6,82.0,27.9
82837,Chittagong,1961,10,21,0.0,11.2,81.0,28.4
82838,Chittagong,1961,10,22,0.0,9.4,86.0,28.0
82839,Chittagong,1961,10,23,0.0,2.0,89.0,27.1
82840,Chittagong,1961,10,24,0.0,0.4,95.0,23.7
82841,Chittagong,1961,10,25,195.0,1.8,90.0,24.5
82842,Chittagong,1961,10,26,22.0,2.1,81.0,26.7
82843,Chittagong,1961,10,27,0.0,10.8,79.0,26.5
82844,Chittagong,1961,10,28,0.0,10.9,78.0,26.0
82845,Chittagong,1961,10,29,0.0,10.7,77.0,25.3
82846,Chittagong,1961,10,30,0.0,9.3,80.0,26.6
82847,Chittagong,1961,10,31,0.0,10.4,81.0,26.8
82848,Chittagong,1961,11,1,0.0,10.5,81.0,26.6
82849,Chittagong,1961,11,2,0.0,11.1,82.0,26.9
82850,Chittagong,1961,11,3,0.0,10.9,80.0,27.0
82851,Chittagong,1961,11,4,0.0,10.7,77.0,26.7
82852,Chittagong,1961,11,5,0.0,4.2,81.0,25.4
82853,Chittagong,1961,11,6,0.0,0.0,91.0,23.3
82854,Chittagong,1961,11,7,1.0,0.0,89.0,23.6
82855,Chittagong,1961,11,8,1.0,3.1,85.0,24.0
82856,Chittagong,1961,11,9,0.0,11.0,80.0,25.0
82857,Chittagong,1961,11,10,0.0,10.1,77.0,25.7
82858,Chittagong,1961,11,11,0.0,10.8,74.0,25.0
82859,Chittagong,1961,11,12,0.0,10.8,71.0,24.0
82860,Chittagong,1961,11,13,0.0,10.5,68.0,23.1
82861,Chittagong,1961,11,14,0.0,10.5,76.0,23.4
82862,Chittagong,1961,11,15,0.0,10.4,76.0,23.4
82863,Chittagong,1961,11,16,0.0,10.6,78.0,23.2
82864,Chittagong,1961,11,17,0.0,10.2,75.0,23.1
82865,Chittagong,1961,11,18,0.0,10.2,66.0,23.0
82866,Chittagong,1961,11,19,0.0,10.6,73.0,21.9
82867,Chittagong,1961,11,20,0.0,10.0,77.0,20.6
82868,Chittagong,1961,11,21,0.0,10.5,75.0,21.2
82869,Chittagong,1961,11,22,0.0,10.5,72.0,21.8
82870,Chittagong,1961,11,23,0.0,9.8,75.0,21.8
82871,Chittagong,1961,11,24,0.0,10.6,67.0,22.2
82872,Chittagong,1961,11,25,0.0,10.5,66.0,20.8
82873,Chittagong,1961,11,26,0.0,10.7,73.0,20.5
82874,Chittagong,1961,11,27,0.0,10.6,74.0,21.2
82875,Chittagong,1961,11,28,0.0,10.8,72.0,21.7
82876,Chittagong,1961,11,29,0.0,10.5,70.0,21.4
82877,Chittagong,1961,11,30,0.0,10.6,72.0,20.8
82878,Chittagong,1961,12,1,0.0,10.3,74.0,20.4
82879,Chittagong,1961,12,2,0.0,10.3,74.0,19.8
82880,Chittagong,1961,12,3,0.0,10.1,77.0,19.1
82881,Chittagong,1961,12,4,0.0,10.0,78.0,19.9
82882,Chittagong,1961,12,5,0.0,10.1,77.0,20.0
82883,Chittagong,1961,12,6,0.0,10.3,76.0,20.1
82884,Chittagong,1961,12,7,0.0,9.9,76.0,20.3
82885,Chittagong,1961,12,8,0.0,10.1,74.0,20.3
82886,Chittagong,1961,12,9,0.0,10.2,74.0,18.5
82887,Chittagong,1961,12,10,0.0,10.3,73.0,18.4
82888,Chittagong,1961,12,11,0.0,10.2,71.0,18.9
82889,Chittagong,1961,12,12,0.0,10.2,72.0,19.3
82890,Chittagong,1961,12,13,0.0,10.1,75.0,19.7
82891,Chittagong,1961,12,14,0.0,10.1,68.0,19.2
82892,Chittagong,1961,12,15,0.0,9.8,67.0,18.6
82893,Chittagong,1961,12,16,0.0,10.3,65.0,17.8
82894,Chittagong,1961,12,17,0.0,10.3,71.0,17.6
82895,Chittagong,1961,12,18,0.0,10.3,68.0,17.7
82896,Chittagong,1961,12,19,0.0,10.0,69.0,18.8
82897,Chittagong,1961,12,20,0.0,10.3,67.0,18.2
82898,Chittagong,1961,12,21,0.0,10.5,73.0,17.6
82899,Chittagong,1961,12,22,0.0,10.6,72.0,18.2
82900,Chittagong,1961,12,23,0.0,10.5,74.0,18.1
82901,Chittagong,1961,12,24,0.0,8.6,80.0,17.3
82902,Chittagong,1961,12,25,0.0,9.5,78.0,17.3
82903,Chittagong,1961,12,26,0.0,10.4,76.0,18.0
82904,Chittagong,1961,12,27,0.0,10.5,77.0,18.9
82905,Chittagong,1961,12,28,0.0,5.9,69.0,20.2
82906,Chittagong,1961,12,29,0.0,10.2,71.0,19.8
82907,Chittagong,1961,12,30,0.0,10.4,71.0,18.0
82908,Chittagong,1961,12,31,0.0,10.3,72.0,17.8
82909,Chittagong,1962,1,1,0.0,10.3,72.0,17.9
82910,Chittagong,1962,1,2,0.0,10.3,60.0,17.9
82911,Chittagong,1962,1,3,0.0,10.4,70.0,16.8
82912,Chittagong,1962,1,4,0.0,10.3,74.0,17.6
82913,Chittagong,1962,1,5,0.0,10.2,70.0,17.4
82914,Chittagong,1962,1,6,0.0,10.1,70.0,17.4
82915,Chittagong,1962,1,7,0.0,9.7,77.0,17.4
82916,Chittagong,1962,1,8,0.0,9.6,77.0,17.7
82917,Chittagong,1962,1,9,0.0,10.5,67.0,19.3
82918,Chittagong,1962,1,10,0.0,10.2,74.0,19.5
82919,Chittagong,1962,1,11,0.0,8.3,78.0,19.8
82920,Chittagong,1962,1,12,0.0,8.1,81.0,19.0
82921,Chittagong,1962,1,13,0.0,9.7,77.0,19.1
82922,Chittagong,1962,1,14,0.0,9.7,65.0,19.3
82923,Chittagong,1962,1,15,0.0,10.3,61.0,17.4
82924,Chittagong,1962,1,16,0.0,10.4,61.0,16.2
82925,Chittagong,1962,1,17,0.0,10.5,71.0,16.2
82926,Chittagong,1962,1,18,0.0,10.1,71.0,16.2
82927,Chittagong,1962,1,19,0.0,10.2,61.0,17.5
82928,Chittagong,1962,1,20,0.0,10.4,71.0,16.9
82929,Chittagong,1962,1,21,0.0,10.3,71.0,17.2
82930,Chittagong,1962,1,22,0.0,10.5,70.0,17.8
82931,Chittagong,1962,1,23,0.0,10.3,69.0,19.1
82932,Chittagong,1962,1,24,0.0,10.3,66.0,20.6
82933,Chittagong,1962,1,25,0.0,10.4,65.0,20.3
82934,Chittagong,1962,1,26,0.0,10.8,69.0,19.8
82935,Chittagong,1962,1,27,0.0,9.8,65.0,21.7
82936,Chittagong,1962,1,28,6.0,6.6,84.0,17.6
82937,Chittagong,1962,1,29,0.0,10.4,72.0,18.4
82938,Chittagong,1962,1,30,0.0,10.8,70.0,17.7
82939,Chittagong,1962,1,31,0.0,10.8,80.0,18.3
82940,Chittagong,1962,2,1,0.0,10.8,70.0,19.2
82941,Chittagong,1962,2,2,0.0,10.7,70.0,19.5
82942,Chittagong,1962,2,3,0.0,10.8,68.0,20.1
82943,Chittagong,1962,2,4,0.0,10.7,67.0,20.7
82944,Chittagong,1962,2,5,0.0,10.5,67.0,20.8
82945,Chittagong,1962,2,6,0.0,10.2,65.0,21.4
82946,Chittagong,1962,2,7,0.0,10.5,72.0,20.3
82947,Chittagong,1962,2,8,0.0,8.5,81.0,21.2
82948,Chittagong,1962,2,9,0.0,9.8,82.0,21.0
82949,Chittagong,1962,2,10,0.0,10.2,76.0,20.8
82950,Chittagong,1962,2,11,0.0,10.5,70.0,21.3
82951,Chittagong,1962,2,12,0.0,10.6,71.0,21.8
82952,Chittagong,1962,2,13,0.0,10.6,68.0,22.4
82953,Chittagong,1962,2,14,0.0,10.7,68.0,22.3
82954,Chittagong,1962,2,15,0.0,10.9,68.0,22.2
82955,Chittagong,1962,2,16,0.0,10.8,70.0,22.2
82956,Chittagong,1962,2,17,0.0,10.8,66.0,22.6
82957,Chittagong,1962,2,18,0.0,9.4,74.0,23.2
82958,Chittagong,1962,2,19,0.0,7.35,76.0,23.3
82959,Chittagong,1962,2,20,0.0,5.3,79.0,23.0
82960,Chittagong,1962,2,21,0.0,3.25,65.0,23.4
82961,Chittagong,1962,2,22,0.0,1.2,63.0,22.2
82962,Chittagong,1962,2,23,0.0,10.4,64.0,23.4
82963,Chittagong,1962,2,24,0.0,10.6,71.0,22.1
82964,Chittagong,1962,2,25,0.0,10.7,76.0,22.5
82965,Chittagong,1962,2,26,0.0,9.4,80.0,23.2
82966,Chittagong,1962,2,27,0.0,2.9,92.0,22.3
82967,Chittagong,1962,2,28,42.0,9.2,85.0,23.6
82968,Chittagong,1962,3,1,0.0,10.1,67.0,23.4
82969,Chittagong,1962,3,2,0.0,10.6,67.0,22.3
82970,Chittagong,1962,3,3,0.0,10.4,66.0,23.4
82971,Chittagong,1962,3,4,0.0,10.0,69.0,23.9
82972,Chittagong,1962,3,5,0.0,9.9,75.0,24.4
82973,Chittagong,1962,3,6,0.0,9.9,79.0,24.1
82974,Chittagong,1962,3,7,3.0,8.4,81.0,23.5
82975,Chittagong,1962,3,8,0.0,10.4,74.0,23.1
82976,Chittagong,1962,3,9,0.0,9.0,76.0,23.9
82977,Chittagong,1962,3,10,0.0,1.8,79.0,23.2
82978,Chittagong,1962,3,11,0.0,10.4,78.0,23.8
82979,Chittagong,1962,3,12,0.0,10.4,70.0,25.3
